Detector ID, Start Latitude,Start Longitude, End Latitude,End Longitude,Road Name
5026270, 41.511515, -93.107752, 41.5145898, -93.1272864 , Highway 163 E
5026271, 41.5145898, -93.1272864, 41.52900304, -93.13005414 , Highway 163 E
5026272, 41.52900304, -93.13005414, 41.539286, -93.129998 , Highway 163 E
5026273, 41.539671, -93.130405, 41.52482949, -93.1304302 , Highway 163 E
5026278, 41.43167933, -92.98846439, 41.439707, -93.005333 , Highway 163
5026279, 41.439707, -93.005333, 41.448557, -93.02287 , Highway 163
5026274, 41.52482949, -93.1304302, 41.51165, -93.122074 , Highway 163 E
5026275, 41.51165, -93.122074, 41.511239, -93.10696 , Highway 163 E
5026276, 41.414825, -92.952906, 41.42388662, -92.96898101 , Highway 163
5026277, 41.42388662, -92.96898101, 41.43167933, -92.98846439 , Highway 163
16190378, 40.765192, -92.858205, 40.779674, -92.858097 , Highway 5
5016905, 41.40375759, -94.96283045, 41.403748, -94.941574 , White Pole Rd
5016903, 41.403927, -95.003301, 41.403846, -94.983788 , E 7th St
5016904, 41.403846, -94.983788, 41.40375759, -94.96283045 , White Pole Rd
5016901, 41.3938792, -95.0359111, 41.404062, -95.023116 , SW 7th St
5016902, 41.404062, -95.023116, 41.403927, -95.003301 , E 7th St
5016900, 41.378292, -95.047627, 41.3938792, -95.0359111 , SW 7th St
5015607, 42.4267425, -91.75324166, 42.443256, -91.753485 , Racine Ave
5015608, 42.443256, -91.753485, 42.457925, -91.753338 , Racine Ave
5015605, 42.398799, -91.76114, 42.411916, -91.751393 , Racine Ave
5015606, 42.411916, -91.751393, 42.4267425, -91.75324166 , Racine Ave
5015603, 42.460835, -91.714371, 42.461652, -91.745766 , US-20 W
5015601, 42.46287404, -91.67340975, 42.46185903, -91.69336561 , US-20 W
5016932, 41.35103002, -95.05970442, 41.33606152, -95.06632486 , White Pole Rd
5015602, 42.46185903, -91.69336561, 42.460835, -91.714371 , US-20 W
5016933, 41.33606152, -95.06632486, 41.318671, -95.074435 , White Pole Rd
5016930, 41.3810459, -95.0464067, 41.36558888, -95.05324436 , SW 7th St
5015600, 42.463666, -91.652925, 42.46287404, -91.67340975 , US-20 W
5016931, 41.36558888, -95.05324436, 41.35103002, -95.05970442 , White Pole Rd
5028919, 42.0606195, -91.6998775, 42.076918, -91.700972 , I-380 N
5028927, 42.041695, -91.678608, 42.047927, -91.689065 , I-380 N
5028929, 42.096486, -91.70183, 42.088326, -91.701624 , I-380 S
5028928, 42.088339, -91.701291, 42.096655, -91.701494 , I-380 N
5028923, 42.05652667, -91.69962172, 42.048374, -91.690252 , I-380 S
5028922, 42.07212589, -91.70098277, 42.05652667, -91.69962172 , I-380 S
5028924, 42.04277, -91.680408, 42.038671, -91.677299 , I-380 S
5028921, 42.088326, -91.701624, 42.07212589, -91.70098277 , I-380 S
5028920, 42.076918, -91.700972, 42.088339, -91.701291 , I-380 N
5016929, 41.3938792, -95.0359111, 41.3810459, -95.0464067 , SW 7th St
5015618, 42.468224, -92.061128, 42.46806273, -92.03862669 , 220th St
5016949, 41.498186, -95.155268, 41.49846924, -95.13496807 , I-80 E
5015619, 42.46806273, -92.03862669, 42.46791294, -92.01615241 , 220th St
5016947, 41.49728606, -95.19734676, 41.49787395, -95.17677237 , I-80 E
5016948, 41.49787395, -95.17677237, 41.498186, -95.155268 , I-80 E
5015614, 42.40516885, -91.75635405, 42.398799, -91.76114 , Racine Ave
5016945, 41.4673436, -95.11806858, 41.451198, -95.109877 , 4th St
5015615, 42.461594, -91.761257, 42.461425, -91.747053 , US-20 E
5016946, 41.497157, -95.217088, 41.49728606, -95.19734676 , I-80 E
5015612, 42.4370128, -91.75355199, 42.420202, -91.75197 , Racine Ave
5015613, 42.420202, -91.75197, 42.40516885, -91.75635405 , Racine Ave
5016944, 41.48329943, -95.11800345, 41.4673436, -95.11806858 , 560th St
5016941, 41.498063, -95.093784, 41.496818, -95.068589 , I-80 E
5015611, 42.4523445, -91.753394, 42.4370128, -91.75355199 , Racine Ave
5016942, 41.495528, -95.117985, 41.51010933, -95.11790767 , 560th St
5016940, 41.496854, -95.113136, 41.498063, -95.093784 , I-80 E
5028909, 42.13531164, -91.73280966, 42.146955, -91.74487 , I-380 N
5028908, 42.124818, -91.716758, 42.13531164, -91.73280966 , I-380 N
5028916, 42.125144, -91.71737, 42.110907, -91.708266 , I-380 S
5028915, 42.13527624, -91.73318508, 42.125144, -91.71737 , I-380 S
5028918, 42.047927, -91.689065, 42.0606195, -91.6998775 , I-380 N
5028917, 42.110907, -91.708266, 42.096486, -91.70183 , I-380 S
5028912, 42.167286, -91.774775, 42.15884558, -91.75842062 , I-380 S
5028911, 42.15904469, -91.75824325, 42.167302, -91.774282 , I-380 N
5028914, 42.146846, -91.745173, 42.13527624, -91.73318508 , I-380 S
5028913, 42.15884558, -91.75842062, 42.146846, -91.745173 , I-380 S
5028910, 42.146955, -91.74487, 42.15904469, -91.75824325 , I-380 N
5015609, 42.457925, -91.753338, 42.468365, -91.753205 , Racine Ave
5016917, 41.430167, -94.804538, 41.42409232, -94.823127 , White Pole Rd
5016915, 41.44337, -94.768196, 41.4357943, -94.78437249 , White Pole Rd
5016912, 41.42409232, -94.823127, 41.430167, -94.804538 , White Pole Rd
5016913, 41.430167, -94.804538, 41.4357943, -94.78437249 , White Pole Rd
5016910, 41.411496, -94.861693, 41.417761, -94.842544 , White Pole Rd
5016911, 41.417761, -94.842544, 41.42409232, -94.823127 , White Pole Rd
5028905, 42.034497, -91.55013, 42.035223, -91.55013 , Highway 13
5028904, 42.034497, -91.55013, 42.0358208, -91.5502791 , Highway 13
5028907, 42.111039, -91.707984, 42.124818, -91.716758 , I-380 N
5028906, 42.096655, -91.701494, 42.111039, -91.707984 , I-380 N
5028901, 42.036741, -91.550425, 42.036361, -91.550432 , Highway 13
5028900, 42.035645, -91.551876, 42.03562, -91.551006 , 10th Ave
5028903, 42.035645, -91.551876, 42.0357178, -91.5501353 , 10th Ave
5028902, 42.036741, -91.550425, 42.035622, -91.550278 , Highway 13
5016909, 41.404476, -94.878543, 41.411496, -94.861693 , White Pole Rd
5016907, 41.40371, -94.92049, 41.403608, -94.897955 , White Pole Rd
5016908, 41.403608, -94.897955, 41.404476, -94.878543 , Pioneer Ave
5016927, 41.403891, -94.999155, 41.404045, -95.019751 , E 7th St
5016928, 41.404045, -95.019751, 41.3938792, -95.0359111 , SW 7th St
5016925, 41.403762, -94.960368, 41.403839, -94.979708 , White Pole Rd
5016926, 41.403839, -94.979708, 41.403891, -94.999155 , E 7th St
5016923, 41.403694, -94.918396, 41.40363675, -94.93883794 , White Pole Rd
5016924, 41.40363675, -94.93883794, 41.403762, -94.960368 , White Pole Rd
5016921, 41.404476, -94.878543, 41.403608, -94.897955 , Pioneer Ave
5016922, 41.403608, -94.897955, 41.403694, -94.918396 , White Pole Rd
5016920, 41.411496, -94.861693, 41.404476, -94.878543 , White Pole Rd
5016918, 41.42409232, -94.823127, 41.417761, -94.84254399 , White Pole Rd
5016919, 41.417761, -94.842544, 41.411496, -94.861693 , White Pole Rd
5014319, 42.54237578, -92.58046654, 42.54231149, -92.55988457 , 110th St
5014318, 42.54253099, -92.60203523, 42.54237578, -92.58046654 , 110th St
5015649, 42.46080436, -91.7051249, 42.4622188, -91.68297756 , US-20 E
5014315, 42.54249713, -92.61939137, 42.542456, -92.631186 , 110th St
5015647, 42.461425, -91.747053, 42.46117794, -91.72707871 , US-20 E
5016978, 41.476046, -95.118066, 41.495528, -95.117985 , 560th St
5014314, 42.54252193, -92.59914578, 42.54249713, -92.61939137 , 110th St
5015648, 42.46117794, -91.72707871, 42.46080436, -91.7051249 , US-20 E
5016979, 41.42525, -95.077521, 41.436898, -95.079551 , Marne Rd
5014317, 42.54247913, -92.62229065, 42.54253099, -92.60203523 , 110th St
5015645, 42.467936, -92.026611, 42.46811383, -92.04722169 , 220th St
5015646, 42.46811383, -92.04722169, 42.468224, -92.061128 , 220th St
5016977, 41.461563, -95.118061, 41.476046, -95.118066 , 560th St
5014311, 42.54244319, -92.53412334, 42.542309, -92.55443 , W 1st St
5015643, 42.467785, -91.984574, 42.46789352, -92.004865 , 220th St
5014310, 42.542279, -92.51215, 42.54244319, -92.53412334 , W 1st St
5015644, 42.46789352, -92.004865, 42.467936, -92.026611 , 220th St
5014313, 42.54235804, -92.57724124, 42.54252193, -92.59914578 , 110th St
5015641, 42.468076, -91.943248, 42.467783, -91.963409 , 220th St
5016972, 41.49785427, -95.18515227, 41.497325, -95.206291 , I-80 W
5014312, 42.542309, -92.55443, 42.54235804, -92.57724124 , 110th St
5015642, 42.467783, -91.963409, 42.467785, -91.984574 , 220th St
5016973, 41.497325, -95.206291, 41.497371, -95.216503 , I-80 W
5016970, 41.49853168, -95.14523501, 41.49825815, -95.16461141 , I-80 W
5015640, 42.468383, -91.921002, 42.468076, -91.943248 , 220th St
5016971, 41.49825815, -95.16461141, 41.49785427, -95.18515227 , I-80 W
5026308, 41.70281987, -92.98938701, 41.699569, -93.008737 , Highway 6 E
5026309, 41.699569, -93.008737, 41.699188, -93.028379 , 1st Ave E
5027639, 41.45317592, -92.11189853, 41.45327, -92.090712 , Highway 22/149
5026304, 41.706187, -92.904558, 41.702587, -92.925706 , Highway 6 E
5028967, 41.293154, -91.480952, 41.291022, -91.45865101 , Highway 92
5026305, 41.702587, -92.925706, 41.702664, -92.946221 , Highway 6 E
5027635, 41.424017, -92.170438, 41.438453, -92.167501 , Highway 149
5028966, 41.2933205, -91.500445, 41.293154, -91.480952 , Highway 92
5026306, 41.702664, -92.946221, 41.70271896, -92.96721941 , Highway 6 E
5027638, 41.45105833, -92.13163732, 41.45317592, -92.11189853 , Highway 22/149
5028969, 41.28897893, -91.43714423, 41.28413901, -91.41716002 , Highway 92
5026307, 41.70271896, -92.96721941, 41.70281987, -92.98938701 , Highway 6 E
5028968, 41.291022, -91.458651, 41.28897893, -91.43714423 , Highway 92
5026300, 41.713435, -92.830307, 41.712843, -92.851307 , Highway 6 E
5027632, 41.3813874, -92.181154, 41.394885, -92.176319 , Highway 149
5028963, 41.28891889, -91.55924394, 41.289847, -91.539781 , Highway 92
5026301, 41.712843, -92.851307, 41.70443478, -92.86720426 , Highway 6 E
5027631, 41.365846, -92.181042, 41.3813874, -92.181154 , Highway 149
5028962, 41.290578, -91.580786, 41.28891889, -91.55924394 , Highway 92
5026302, 41.70443478, -92.86720426, 41.70235796, -92.88623838 , Highway 6 E
5027634, 41.409469, -92.173034, 41.424017, -92.170438 , Highway 149
5028965, 41.29344217, -91.52004499, 41.2933205, -91.500445 , Highway 92
5026303, 41.70235796, -92.88623838, 41.706187, -92.904558 , Highway 6 E
5027633, 41.394885, -92.176319, 41.409469, -92.173034 , Highway 149
5028964, 41.289847, -91.539781, 41.29344217, -91.52004499 , Highway 92
5027630, 41.349669, -92.180975, 41.365846, -92.181042 , Highway 149
5028961, 41.29411, -91.600941, 41.290578, -91.580786 , Highway 92
5028960, 41.294885, -91.621128, 41.29411, -91.60094101 , Highway 92
5014329, 42.5062424, -92.4094611, 42.502502, -92.392732 , University Ave
5014326, 42.512691, -92.425745, 42.513157, -92.445816 , University Ave
5015658, 42.46455453, -91.61191373, 42.464083, -91.64011 , US-20 W
5016989, 41.44720368, -95.20017228, 41.44720556, -95.18014011 , Highway 83
5014325, 42.5378139, -92.4557509, 42.537281, -92.430644 , IA-57
5015659, 42.463802, -91.641274, 42.46430099, -91.62046528 , US-20 E
5014328, 42.512945, -92.427003, 42.5062424, -92.4094611 , University Ave
5015656, 42.464257, -91.57149, 42.46451305, -91.59130001 , US-20 W
5016987, 41.447214, -95.202633, 41.447282, -95.220345 , Highway 83
5015657, 42.46451305, -91.59130001, 42.46455453, -91.61191373 , US-20 W
5016988, 41.447282, -95.220345, 41.44720368, -95.20017228 , Highway 83
5014322, 42.54230548, -92.51524946, 42.542179, -92.495082 , W 1st St
5015654, 42.46409724, -91.53051396, 42.464063, -91.5514 , US-20 W
5016985, 41.447196, -95.161232, 41.447213, -95.183111 , Highway 83
5014321, 42.54242801, -92.53731527, 42.54230548, -92.51524946 , W 1st St
5015655, 42.464063, -91.5514, 42.464257, -91.57149 , US-20 W
5016986, 41.447213, -95.183111, 41.447214, -95.202633 , Highway 83
5014324, 42.54085, -92.474888, 42.5378139, -92.4557509 , W 1st St
5015652, 42.464202, -91.486632, 42.46413932, -91.5088685 , US-20 W
5016983, 41.446935, -95.118122, 41.44715, -95.1395825 , Marne Rd
5014323, 42.542179, -92.495082, 42.54085, -92.474888 , W 1st St
5015653, 42.46413932, -91.5088685, 42.46409724, -91.53051396 , US-20 W
5016984, 41.44715, -95.1395825, 41.447196, -95.161232 , Highway 83
5015650, 42.4622188, -91.68297756, 42.463371, -91.654502 , US-20 E
5016981, 41.436898, -95.079551, 41.444006, -95.098972 , Marne Rd
5015651, 42.461652, -91.745766, 42.46181, -91.759005 , US-20 W
5016982, 41.444006, -95.098972, 41.446935, -95.118122 , Marne Rd
5014320, 42.54231149, -92.55988457, 42.54242801, -92.53731527 , 110th St
5016980, 41.436898, -95.079551, 41.42525, -95.077521 , Marne Rd
5027628, 41.18795999, -92.33438593, 41.17252371, -92.33428 , 140th Ave
5028959, 41.29459527, -91.64214345, 41.294885, -91.621128 , Highway 92
5027625, 41.23532149, -92.33441056, 41.220084, -92.334498 , IA-21
5027624, 41.24980614, -92.33457913, 41.23532149, -92.33441056 , Highway 21
5028955, 41.298291, -91.68605, 41.298539, -91.700797 , E Washington St
5027627, 41.20349899, -92.33443525, 41.18795999, -92.33438593 , Highway 21
5028958, 41.29653795, -91.66080945, 41.29459527, -91.64214345 , Highway 92
5027626, 41.220084, -92.334498, 41.20349899, -92.33443525 , Highway 21
5028957, 41.298291, -91.681328, 41.29653795, -91.66080945 , E Washington St
5027621, 41.29499428, -92.3414645, 41.279003, -92.344491 , Highway 21
5028952, 41.29446517, -91.60756965, 41.2947365, -91.62844058 , Highway 92
5027620, 41.30616239, -92.33015531, 41.29499428, -92.3414645 , Highway 21
5028951, 41.29048506, -91.58725291, 41.29446517, -91.60756965 , Highway 92
5027623, 41.264229, -92.343048, 41.24980614, -92.33457913 , Highway 21
5028954, 41.2981472, -91.6664424, 41.298291, -91.68605 , E Washington St
5027622, 41.279003, -92.344491, 41.264229, -92.343048 , IA-21
5028953, 41.2947365, -91.62844058, 41.29459784, -91.64778843 , Highway 92
5028950, 41.289947, -91.5675, 41.29048506, -91.58725291 , Highway 92
5015629, 42.468463, -91.827259, 42.46832154, -91.80547436 , 220th St
5015627, 42.468798, -91.869379, 42.46868765, -91.84857089 , 220th St
5015628, 42.46868765, -91.84857089, 42.468463, -91.827259 , 220th St
5015625, 42.468526, -91.909905, 42.468738, -91.889368 , 1st St E
5015626, 42.468738, -91.889368, 42.468798, -91.869379 , 1st St E
5015623, 42.46794503, -91.95211175, 42.46826275, -91.92978476 , 220th St
5015624, 42.46826275, -91.92978476, 42.468526, -91.909905 , 1st St W
5015621, 42.467843, -91.995941, 42.46776529, -91.974221 , 220th St
5016952, 41.4972636, -95.08082058, 41.49812185, -95.10160489 , I-80 W
5015622, 42.46776529, -91.974221, 42.46794503, -91.95211175 , 220th St
5016953, 41.49812185, -95.10160489, 41.497193, -95.111723 , I-80 W
5016950, 41.49846924, -95.13496807, 41.497578, -95.123394 , I-80 E
5015620, 42.46791294, -92.01615241, 42.467843, -91.995941 , 220th St
5016951, 41.496896, -95.059645, 41.4972636, -95.08082058 , I-80 W
5027618, 41.331949, -92.339831, 41.321284, -92.330336 , IA-21
5028949, 41.2883539, -91.5469604, 41.289947, -91.5675 , Highway 92
5027617, 41.33996, -92.35416, 41.331949, -92.33983102 , Highway 21
5028948, 41.29305533, -91.52643857, 41.2883539, -91.5469604 , Highway 92
5027619, 41.321284, -92.330336, 41.30616239, -92.33015531 , Center St
5027614, 41.386971, -92.354656, 41.37033904, -92.35440078 , Highway 21
5028945, 41.291783, -91.465313, 41.293225, -91.484891 , Highway 92
5027613, 41.402632, -92.354689, 41.386971, -92.354656 , N Barnes St
5028944, 41.289793, -91.445941, 41.291783, -91.465313 , IA-92
5027616, 41.35467497, -92.35437104, 41.33996, -92.35416 , Highway 21
5028947, 41.293352, -91.505952, 41.29305533, -91.52643857 , Highway 92
5027615, 41.37033904, -92.35440078, 41.35467497, -92.35437104 , Highway 21
5028946, 41.293225, -91.484891, 41.293352, -91.505952 , Highway 92
5027610, 41.44982638, -92.3550575, 41.43298129, -92.35490805 , Highway 21
5028941, 41.28107792, -91.38641316, 41.28156443, -91.40582017 , Highway 92
5028940, 41.278927, -91.367414, 41.28107792, -91.38641316 , Highway 92
5027612, 41.41717682, -92.3547048, 41.402632, -92.354689 , Highway 21
5028943, 41.2865775, -91.42566648, 41.289793, -91.445941 , Highway 92
5027611, 41.43298129, -92.35490805, 41.41717682, -92.3547048 , Highway 21
5028942, 41.28156443, -91.40582017, 41.2865775, -91.42566648 , Highway 92
5014308, 42.539506, -92.471855, 42.542171, -92.4922685 , W 1st St
5014307, 42.5378288, -92.4508059, 42.539506, -92.471855 , W 1st St
5015638, 42.468787, -91.88008, 42.468654, -91.900239 , 1st St E
5016969, 41.497849, -95.123875, 41.49853168, -95.14523501 , I-80 W
5014309, 42.542171, -92.4922685, 42.542279, -92.51215 , W 1st St
5015639, 42.468654, -91.900239, 42.468383, -91.921002 , 1st St W
5014304, 42.556795, -92.425343, 42.543555, -92.424748 , US-218 S
5015636, 42.46859545, -91.83936942, 42.468777, -91.860278 , 220th St
5015637, 42.468777, -91.860278, 42.468787, -91.88008 , 1st St E
5014306, 42.537463, -92.430073, 42.5378288, -92.4508059 , IA-57
5015634, 42.46828864, -91.7972017, 42.468371, -91.817571 , 220th St
5016965, 41.44924702, -95.06019341, 41.433094, -95.060225 , 590th St
5014305, 42.543555, -92.424748, 42.537947, -92.4259 , US-218 S
5015635, 42.468371, -91.817571, 42.46859545, -91.83936942 , 220th St
5016966, 41.433094, -95.060225, 41.425128, -95.060214 , 590th St
5015632, 42.468331, -91.755827, 42.467883, -91.777445 , 220th St
5016963, 41.47958954, -95.06018499, 41.46509, -95.060212 , 590th St
5015633, 42.467883, -91.777445, 42.46828864, -91.7972017 , 220th St
5016964, 41.46509, -95.060212, 41.44924702, -95.06019341 , 590th St
5014302, 42.464902, -92.458905, 42.465095, -92.470945 , US-20 W
5015630, 42.46832154, -91.80547436, 42.468292, -91.785607 , 220th St
5016961, 41.49511, -95.06012, 41.4979748, -95.0601435 , 590th St
5014301, 42.465199, -92.443739, 42.466391, -92.44504 , IA-27
5015631, 42.468292, -91.785607, 42.468331, -91.755827 , 220th St
5016962, 41.4956007, -95.0601594, 41.47958954, -95.06018499 , 590th St
5027607, 41.49788778, -92.35531473, 41.481215, -92.355264 , IA-21
5028938, 41.277319, -91.325477, 41.278955, -91.346555 , Highway 92
5027606, 41.513939, -92.35542116, 41.49788778, -92.35531473 , IA-21
5028937, 42.1741278, -91.7846902, 42.167286, -91.774775 , I-380 S
5027609, 41.466686, -92.355196, 41.44982638, -92.3550575 , Highway 21
5027608, 41.481215, -92.355264, 41.466686, -92.355196 , Highway 21
5028939, 41.278955, -91.346555, 41.278927, -91.367414 , IA-92
5027603, 41.5603226, -92.35577593, 41.54497712, -92.35580446 , IA-21
5027602, 41.575006, -92.355756, 41.5603226, -92.35577593 , IA-21
5027605, 41.52928435, -92.3555838, 41.513939, -92.35542116 , IA-21
5028936, 42.167302, -91.774282, 42.173825, -91.783772 , I-380 N
5027604, 41.54497712, -92.35580446, 41.52928435, -92.3555838 , IA-21
5027601, 41.591251, -92.355357, 41.575006, -92.355756 , IA-21
5027600, 41.606485, -92.357605, 41.591251, -92.355357 , IA-21
5028931, 42.037729, -91.67677, 42.041695, -91.678608 , I-380 N
5027670, 41.472257, -91.807022, 41.467202, -91.826478 , Highway 22
5013028, 40.746501, -93.148147, 40.74652038, -93.12901698 , E Main St
5014359, 42.537947, -92.4259, 42.528882, -92.428928 , IA-58 S
5013027, 40.74651883, -93.16727829, 40.746501, -93.148147 , Highway 2
5014358, 42.5372573, -92.4258568, 42.537829, -92.425747 , IA-27 N
5015689, 42.51002435, -91.88970869, 42.4940023, -91.88950281 , 5th Ave NE
5013029, 40.74652038, -93.12901698, 40.746351, -93.106942 , Highway 2
5013024, 40.75250751, -93.22854076, 40.74660532, -93.20938377 , Highway 2
5014355, 42.516583, -92.442742, 42.518192, -92.442515 , IA-58 N
5015687, 42.54142, -91.89271, 42.52638804, -91.88990253 , IA-150
5013023, 40.753619, -93.250257, 40.75250751, -93.22854076 , Highway 2
5014354, 42.566041, -92.427206, 42.556795, -92.425343 , US-218 S
5015688, 42.52638804, -91.88990253, 42.51002435, -91.88970869 , Jamestown Ave
5014357, 42.537727, -92.418438, 42.538328, -92.421966 , US-218 N
5015685, 42.50762656, -91.88966585, 42.52413068, -91.88987299 , Jamestown Ave
5013025, 40.74660532, -93.20938377, 40.7464347, -93.189026 , Highway 2
5014356, 42.518651, -92.442608, 42.517148, -92.442819 , IA-58 S
5015686, 42.52413068, -91.88987299, 42.54142, -91.89271 , IA-150
5013020, 40.757162, -93.312098, 40.75353483, -93.29166325 , Highway 2
5014351, 42.65435625, -92.46798209, 42.66816, -92.472279 , Easton Ave
5015683, 42.477357, -91.889399, 42.492096, -91.889485 , 5th Ave NE
5015684, 42.492096, -91.889485, 42.50762656, -91.88966585 , 5th Ave NE
5013022, 40.75362162, -93.271377, 40.753619, -93.250257 , Highway 2
5013021, 40.75353483, -93.29166325, 40.75362162, -93.271377 , Highway 2
5014352, 42.66816, -92.472279, 42.686638, -92.475075 , Easton Ave
5015680, 42.44616267, -91.94525833, 42.447493, -91.926947 , US-20 E
5025017, 42.77237467, -94.22715422, 42.75719918, -94.22715299 , Lincoln Ave
5026348, 41.78695459, -93.05813236, 41.803208, -93.058104 , Highway 14 N
5025018, 42.75719918, -94.22715299, 42.741864, -94.227164 , 13th St N
5026349, 41.803208, -93.058104, 41.81834461, -93.05835123 , Highway 14 N
5027679, 41.460888, -91.986753, 41.46079768, -92.00832447 , Highway 22
5025019, 42.741864, -94.227164, 42.727224, -94.226896 , 13th St N
5025013, 42.83185133, -94.22725467, 42.817087, -94.227293 , Lincoln Ave
5026344, 41.723568, -93.058128, 41.738867, -93.057938 , Highway 14 N
5027676, 41.46864, -91.926926, 41.4683838, -91.94885729 , Highway 22
5025014, 42.817087, -94.227293, 42.80221254, -94.22740617 , Lincoln Ave
5026345, 41.738867, -93.057938, 41.75568767, -93.05792028 , Highway 14 N
5027675, 41.468634, -91.907406, 41.46864, -91.926926 , Highway 22
5025015, 42.80221254, -94.22740617, 42.78717476, -94.22722991 , Lincoln Ave
5026346, 41.75568767, -93.05792028, 41.77207545, -93.05818911 , Highway 14 N
5027678, 41.461087, -91.96559, 41.460888, -91.986753 , Highway 22
5025016, 42.78717476, -94.22722991, 42.77237467, -94.22715422 , Lincoln Ave
5026347, 41.77207545, -93.05818911, 41.78695459, -93.05813236 , Highway 14 N
5027677, 41.4683838, -91.94885729, 41.461087, -91.96559 , Highway 22
5026340, 41.746199, -92.902845, 41.729358, -92.90284367 , Highway 224 N
5027672, 41.4677258, -91.8468508, 41.468174, -91.868324 , Highway 22
5025010, 42.848512, -94.227302, 42.862121, -94.227287 , Lincoln Ave
5026341, 41.729358, -92.90284367, 41.713882, -92.90295 , East St
5027671, 41.467202, -91.826478, 41.4677258, -91.8468508 , 6th St
5025011, 42.863978, -94.227317, 42.848512, -94.227302 , Lincoln Ave
5027674, 41.468434, -91.887842, 41.468634, -91.907406 , Highway 22
5025012, 42.848512, -94.227302, 42.83185133, -94.22725467 , Lincoln Ave
5026343, 41.697155, -92.795415, 41.68311594, -92.79163981 , County Hwy-T38
5027673, 41.468174, -91.868324, 41.468434, -91.887842 , Highway 22
5028990, 41.35457488, -91.3502019, 41.339485, -91.351191 , Highway 70
5013039, 40.739868, -92.92507, 40.73953686, -92.90341678 , Highway 2
5013038, 40.739478, -92.947139, 40.739868, -92.92507 , Highway 2
5014369, 42.537323, -92.426244, 42.5373314, -92.4259927 , US-218 S
5013035, 40.739491, -93.005561, 40.7395021, -92.98543702 , Highway 2
5013034, 40.741546, -93.024935, 40.739491, -93.005561 , Highway 2
5014365, 42.537947, -92.4259, 42.537323, -92.426244 , US-218 S
5015699, 42.448401, -91.91302, 42.4479, -91.924793 , US-20 W
5013037, 40.73941358, -92.96631725, 40.739478, -92.947139 , Highway 2
5015696, 42.45031235, -92.00974006, 42.45012286, -92.02943183 , US-20 W
5013036, 40.7395021, -92.98543702, 40.73941358, -92.96631725 , Highway 2
5015697, 42.45012286, -92.02943183, 42.449476, -92.048001 , US-20 W
5013031, 40.74652056, -93.0872023, 40.74658054, -93.06525967 , Highway 2
5014362, 42.537572, -92.425339, 42.537463, -92.430073 , IA-57 W
5015694, 42.44861197, -91.96749502, 42.450349, -91.988341 , US-20 W
5013030, 40.746351, -93.106942, 40.74652056, -93.0872023 , Highway 2
5015695, 42.450349, -91.988341, 42.45031235, -92.00974006 , US-20 W
5013033, 40.746353, -93.044514, 40.741546, -93.024935 , IA-2
5014364, 42.5373314, -92.4259927, 42.537525, -92.417226 , US-218 S
5015692, 42.4479, -91.924793, 42.44640327, -91.94526745 , US-20 W
5013032, 40.74658054, -93.06525967, 40.746353, -93.044514 , Highway 2
5014363, 42.537281, -92.430644, 42.537323, -92.426244 , IA-57 E
5015693, 42.44640327, -91.94526745, 42.44861197, -91.96749502 , US-20 W
5015690, 42.4940023, -91.88950281, 42.47924, -91.889438 , 5th Ave NE
